TrackID,bayesian_avg,rating_count
1,40.46679045924971,8
2,50.8216305237425,25
3,24.181398946800293,145
4,64.64677189036226,11
5,60.172509517548804,37
7,49.87855516513206,8
8,46.14955872143167,24
9,45.88045405315427,25
10,61.862362520483,6
11,38.06048243147641,23
12,35.15449672669711,10
13,46.47516567948008,54
14,45.99503367748039,4
15,41.580643241968545,15
17,59.214584252488926,14
18,20.397417512289802,16
20,54.37964906209577,4
21,46.33153993909014,27
22,51.55196876706917,9
24,34.920593761817116,17
25,37.99596486295282,7
26,44.53879561641203,28
27,65.56241033944544,14
28,59.96774053961349,24
29,59.13824555766036,5
31,53.39677189036225,11
32,57.96774053961349,24
34,43.44867616429501,2
36,49.13824555766036,5
38,56.28110270051751,5
39,48.994619817270426,3
41,56.20712830564448,10
42,50.74730990863521,15
43,23.270770842643792,24
44,29.90168751463072,12
45,46.866758165532396,14
46,51.63049434611319,2
47,38.99538841480322,5
48,50.56681698623179,5
50,52.99596486295282,7
51,35.99719294814109,14
52,45.525613988661476,8
53,47.862362520483,6
55,45.31812037880143,302
56,30.943970410907635,10
57,57.994130709749555,2
58,44.58443751807324,8
59,49.87855516513206,8
60,35.16958393734986,26
61,40.10122199335328,20
62,56.73344409511816,10
63,35.15449672669711,10
64,63.81048243147641,23
65,59.66116870531763,124
66,39.85253127194608,5
67,50.31409046861171,29
68,34.529029187149675,6
69,37.327953150603754,3
70,59.827953150603754,3
71,54.69284512205413,14
72,49.862362520483,6
73,55.99503367748039,4
75,56.1560638983645,170
76,50.28159338596759,76
77,63.9311812602415,21
79,33.18744426506068,28
80,58.21863543373584,9
81,46.63824555766036,5
83,38.42395984337465,5
84,50.14695255198602,45
85,50.56681698623179,5
86,38.18346486295282,7
87,26.520160810492133,87
88,47.37096486295282,7
89,57.76937284835913,78
90,41.99596486295282,7
91,53.23502084796405,12
92,48.42395984337465,5
94,38.99706535487478,13
95,34.45657213901885,4
97,40.72140343702228,2
99,55.36070171851114,13
100,60.2479824314764,23
101,32.3426013036981,20
102,50.650281252438454,117
104,53.256868066935006,18
105,49.29031987101442,8
106,65.39198296385591,24
108,37.049242116649445,538
109,61.20939364574114,48
111,58.99706535487478,13
112,56.99538841480322,5
113,52.58198828765094,39
114,58.49706535487476,13
115,40.88386965163557,26
116,60.23186156248207,284
117,65.3141840795513,64
120,48.05846486295282,7
122,53.711211324154526,12
123,51.84118752363424,4
124,59.071956754403466,4
126,47.21863543373584,9
127,50.15449672669711,10
128,66.38605544850395,53
129,57.17457170021309,25
130,42.70967412908893,5
131,60.4052412157382,55
133,46.28110270051751,5
134,32.88649769656463,18
135,41.99538841480322,5
137,48.3027259851727,4
140,45.61597322891643,12
141,41.37964906209577,4
142,42.148879831326546,4
145,51.80644941939262,12
147,44.827953150603754,3
148,58.33840448692915,44
150,41.78777467913803,29
151,46.76458378313287,38
152,37.525613988661476,8
153,45.862362520483,6
154,53.89677189036225,11
155,54.11667786067684,179
156,29.290319871014418,8
157,44.32974654484695,9
159,51.115748170801325,25
160,59.33746827395761,56
161,57.03172848864336,52
162,40.49596486295282,7
163,49.862362520483,6
164,49.87096486295282,7
166,54.297238556818854,630
167,48.62096486295282,7
168,49.57674790474661,140
169,45.22580290824962,4
170,56.18746109070273,44
171,58.11384928277912,8
172,42.99596486295282,7
174,48.90322161884046,2
175,44.66359227653548,12
176,55.99769420740161,19
177,31.330258943202146,12
178,39.862362520483,6
179,53.16128648393709,3
181,58.39016875146307,201
182,37.327953150603754,3
183,41.810482431476416,23
184,55.99503367748039,4
185,55.99641321151361,9
186,59.85253127194608,5
187,42.8197316357203,8
188,54.04923356880237,10
191,50.08895266082561,24
192,63.12902918714967,6
193,21.198385945181126,31
194,57.862362520483,6
195,62.94085765595806,9
196,47.70967412908893,5
199,43.46995527262005,93
202,52.89677189036225,11
203,35.27419098929139,9
204,64.44677189036226,11
206,62.52291777932869,10
209,65.99641321151361,9
210,43.40796692983795,8
211,62.92341770155437,253
212,49.79569585381634,6
213,55.127627730749786,14
214,59.19569585381634,6
215,40.55061099667664,49
216,55.44085765595806,9
217,57.52291777932869,10
218,54.05093257387487,29
219,41.494619817270426,3
220,60.290321620984265,39
221,45.56681698623179,5
222,55.22042882797903,27
223,48.229527650139325,43
224,43.47028620038132,10
225,65.74730990863522,15
226,34.628180937223426,10
227,47.99596486295282,7
228,51.63049434611319,2
229,61.06681698623179,5
230,40.610418292865006,4
231,65.36265814859462,57
232,45.99503367748039,4
233,61.93823704642981,73
234,31.206329015231038,44
235,37.3426013036981,20
237,42.70967412908893,5
238,40.610418292865006,4
239,36.12096486295282,7
240,60.66427547434241,18
242,47.301540774228044,14
243,47.43548243147641,23
245,55.954120840160996,36
247,45.760908106308534,8
248,60.77419098929139,9
249,55.640551350258754,19
250,62.70967412908893,5
251,45.99503367748039,4
253,67.0771654472009,42
255,46.55196876706917,9
256,55.79087716576707,20
257,42.99596486295282,7
258,46.38064432376809,46
259,24.681593385967588,76
260,54.49538841480322,5
261,51.99538841480322,5
262,40.3052091464325,17
263,47.04987762863231,110
265,32.23149634160265,8
268,59.13824555766036,5
269,28.312391463539214,10
270,45.56681698623179,5
271,51.99538841480322,5
272,27.663079878180284,9
273,41.81245204202896,34
274,52.14599515351073,107
275,34.85253127194608,5
276,52.03741751228981,16
278,47.19569585381634,6
279,47.10752432262473,9
280,54.45657213901885,4
281,57.08503980065864,2
282,41.66532162098427,39
283,35.17267281219089,8
284,47.862362520483,6
286,51.385302100402505,9
287,44.827953150603754,3
288,36.28110270051751,5
289,58.23466115497299,93
291,44.13824555766036,5
293,44.96615471815156,52
294,59.827953150603754,3
296,43.99706535487478,13
297,52.386437506270305,40
298,59.52625815365819,198
300,62.39677189036227,11
302,51.494619817270426,3
305,56.12096486295282,7
306,29.885302100402505,9
308,26.717417512289803,16
309,47.327953150603754,3
310,42.727821620984265,39
311,52.56681698623179,5
312,44.27125995016466,35
314,44.85253127194608,5
316,61.862362520483,6
317,34.53597837720174,17
318,48.60931771686792,27
319,44.79221875903662,25
320,32.516127326194265,18
321,36.21863543373584,9
324,41.21458425248892,14
327,47.99596486295282,7
328,57.37964906209577,4
330,37.99596486295282,7
331,55.424158251217975,38
332,57.18346486295282,7
333,51.38045405315427,25
334,49.24596486295282,7
335,45.66128648393709,3
336,63.862362520483,6
337,48.529029187149675,6
338,58.233395229624854,25
340,57.533495215941926,4
341,44.87096486295282,7
343,58.45356723950371,57
345,44.827953150603754,3
348,53.77419098929139,9
349,62.37096486295282,7
350,38.529029187149675,6
351,34.45657213901885,4
352,41.55196876706917,9
354,46.89677189036225,11
357,44.793543780724505,1
358,32.41397657530188,15
361,48.62096486295282,7
363,44.87096486295282,7
364,66.21870875614489,41
365,49.49730990863521,15
366,52.429775966265304,56
367,50.49596486295282,7
369,46.78897657530188,15
370,49.70967412908893,5
372,59.85253127194608,5
374,49.85253127194608,5
375,54.64695255198602,45
376,51.494619817270426,3
377,34.13610188777048,64
378,36.760908106308534,8
379,47.06451582991718,145
380,47.35275605829823,22
381,29.89133883196027,10
382,55.49596486295282,7
383,46.99538841480322,5
386,50.3052091464325,17
387,48.90322161884046,2
388,38.42395984337465,5
389,50.13824555766036,5
390,43.72902918714967,6
391,45.22580290824962,4
392,37.862362520483,6
393,45.56681698623179,5
395,18.850656255689724,45
397,47.66359227653548,12
398,49.5174175122898,16
399,51.26145888966435,29
400,47.39677189036225,11
401,45.61987669749311,28
402,49.13824555766036,5
403,66.16397657530187,15
404,48.62096486295282,7
405,46.55196876706917,9
406,36.84367068489404,17
407,62.3174175122898,16
409,39.553164363231296,18
410,34.24596486295282,7
411,44.16024899689105,53
413,49.45161080942023,13
414,50.77980164379326,14
415,43.23502084796405,12
416,58.3027259851727,4
417,47.59437101717542,38
419,49.071956754403466,4
420,55.70493290893007,59
421,51.077953150603754,3
422,48.42395984337465,5
423,52.73954514457861,45
424,28.46679045924971,8
426,37.259759884591844,10
427,48.312391463539214,10
429,63.67079066991264,137
430,33.77419098929139,9
431,32.70967412908893,5
432,45.17267281219089,8
433,51.12096486295282,7
436,43.57554935827606,10
437,61.643261047485005,8
440,41.9318588517668,80
442,54.49730990863521,15
446,43.48450928522025,92
447,47.533495215941926,4
449,35.56681698623179,5
450,27.518932078575872,14
451,29.862362520483007,6
453,27.995964862952817,7
454,44.24596486295282,7
455,44.827953150603754,3
457,49.32974654484695,9
458,40.46679045924971,8
459,32.76958393734986,26
460,49.862362520483,6
461,58.94930656224977,12
462,63.6745717002131,25
463,58.99706535487478,13
464,52.862362520483,6
465,48.75883037177358,12
466,56.494619817270426,3
467,48.3027259851727,4
468,49.862362520483,6
470,52.91811060055731,4
471,59.52278472709912,54
472,53.42395984337465,5
473,59.32733965415775,113
475,58.85253127194608,5
477,61.49641321151361,9
478,39.154339435399145,172
480,43.687341369788086,4
481,51.224338082147504,13
482,43.79321635403193,30
483,41.71197992168732,19
484,49.84118752363424,4
485,44.885302100402505,9
486,50.77980164379326,14
487,53.99620222395559,8
488,53.793543780724505,1
489,48.77419098929139,9
490,50.04454465748786,12
491,52.148879831326546,4
492,53.04923356880237,10
493,42.529029187149675,6
494,69.45161080942023,13
497,46.99538841480322,5
498,44.820436056689275,164
500,36.092163705106906,12
501,69.38709549464569,27
502,56.907134479007425,24
503,57.39677189036225,11
504,37.89677189036225,11
505,33.21863543373584,9
506,24.77538658545352,18
509,53.793543780724505,1
510,34.529029187149675,6
511,40.72140343702228,2
513,45.22580290824962,4
514,49.062362520483006,6
515,50.717417512289806,16
517,43.69838594518113,31
518,55.66128648393709,3
519,39.24596486295282,7
520,50.56681698623179,5
522,39.426726794492716,26
523,45.56681698623179,5
524,63.42395984337465,5
526,47.862362520483,6
527,42.91811060055731,4
529,49.071956754403466,4
531,55.19569585381634,6
532,50.87298243147641,23
533,38.8387072530129,10
534,39.01825884723816,97
535,43.71673243147641,23
536,29.862362520483007,6
537,51.862362520483,6
538,57.19569585381634,6
540,56.93737869454383,8
541,45.19569585381634,6
543,49.32974654484695,9
545,41.546304445395,22
547,36.60483706454447,19
548,28.997065354874778,13
549,44.498804403837866,45
550,40.89677189036225,11
551,47.327953150603754,3
552,52.148879831326546,4
553,56.494619817270426,3
554,44.74730990863521,15
555,47.547993143990794,73
556,47.7363233829237,14
557,43.19569585381634,6
558,57.664405896632076,167
559,51.28110270051751,5
560,44.529029187149675,6
562,53.44867616429501,2
563,35.862362520483,6
565,62.22828606950942,17
566,36.20712830564448,10
567,52.51893207857587,14
568,46.21927307554271,465
569,54.45657213901885,4
570,46.28110270051751,5
571,29.878555165132063,8
572,26.09216370510691,12
573,61.862362520483,6
574,57.81231252793137,2
575,47.79892396345408,51
577,60.602149806464205,54
578,54.39677189036225,11
579,54.687428889905,20
581,49.365023042486584,10
582,29.17783173864731,30
584,50.66128648393709,3
585,55.287774679138025,29
587,39.8152471730566,13
588,41.64936686118457,14
589,61.5174175122898,16
591,66.35483706454447,19
592,34.30846486295282,7
593,36.76426444671116,4
