userID,trackID,final_norm_blend_score
199812,29189,0.6281720842058776
199812,142408,0.9198312984829129
199812,211361,0.6403937057332729
199812,276940,0.2508702440531237
199812,130023,0.9156143103161128
199812,223706,0.9777957759267312
199827,138391,0.12083708218728569
199827,197936,0.889647333099993
199827,75369,0.8320314496798571
199827,183841,0.8493640844984613
199827,184197,0.8904308736153371
199827,92599,0.46676644093559355
199839,225097,0.7942201780273895
199839,291820,0.9668457466070619
199839,196470,0.2513346375245251
199839,263222,0.33214028260252276
199839,7477,0.6772445261083018
199839,266143,0.6551445587482878
199854,92910,0.06758441420687436
199854,154755,0.2240882715573439
199854,226277,0.4169290296398953
199854,20999,0.3923052813059799
199854,228397,0.6320985895446941
199854,214592,0.9169710291917281
199855,4836,0.6815799192478885
199855,24631,0.31709755941508655
199855,252693,0.7328773400420593
199855,277150,0.019072534677466304
199855,69487,0.4939058102273018
199855,50032,0.9952719626945379
199868,80589,0.7258287544012233
199868,79604,0.3290611598829075
199868,218286,0.7000000000000001
199868,122067,0.3118924560112922
199868,24085,0.9368431554668681
199868,257899,0.4716840509798613
199882,109824,0.0669271024968475
199882,192238,0.6853876264704909
199882,146575,0.8132676943556187
199882,42782,0.55
199882,79309,0.9625876192574101
199882,125958,0.5761795031529637
199884,5444,0.28723041535552835
199884,36155,0.2238905942136134
199884,155463,1.0
199884,150640,0.6858015889793379
199884,152366,0.1001725721189434
199884,247800,0.8378872611052852
199890,141713,0.9652490954298172
199890,190001,0.8941230244406375
199890,114634,0.5397945476703182
199890,286440,0.2831710740369558
199890,48289,0.29810614690731324
199890,151926,0.9448402701530709
199902,124466,0.6532564666571514
199902,263958,0.8315855032627039
199902,111243,0.9197357211903008
199902,249140,0.1802819148079334
199902,298,0.2164595783374048
199902,127445,0.1268312707157715
199914,94531,0.14005202578754578
199914,295555,0.8045146016219193
199914,137479,0.3184514409795186
199914,262472,0.23823194131754855
199914,78278,0.3896735413081251
199914,284745,0.6388646637272614
199928,171481,0.7986020235109765
199928,215837,0.9995996508283073
199928,137693,0.5263157894736842
199928,65142,0.7894736842105263
199928,87125,0.4531005070645309
199928,251278,0.8998843990930215
199936,89110,0.40954102768064055
199936,216902,0.1740492998671356
199936,32596,0.6752099669249514
199936,245276,0.7326413201617222
199936,71574,0.7060750093037622
199936,12969,1.0
199937,163166,0.792867835743216
199937,95326,0.1374024845675193
199937,171735,0.5602937210133158
199937,270004,0.35928249380339833
199937,151964,0.5701230636284044
199937,20538,0.529139121736202
199955,152820,0.35995028555093955
199955,264558,0.9205550838741745
199955,267631,0.2182305892370586
199955,99223,0.349855877312685
199955,111277,0.7224684762964867
199955,224104,0.2004021945108115
199958,202112,0.5011390864920834
199958,7740,0.975
199958,43391,0.5932845644880981
199958,248267,0.4397455796188041
199958,37057,0.09817497295430438
199958,263828,0.19165318672518947
199991,200612,0.6727464926860061
199991,32651,0.7785774986981131
199991,18684,0.13122983501276617
199991,247852,0.6302312718748838
199991,108560,0.5636648625349827
199991,152985,0.8042825465018113
200008,104154,0.2915405619454505
200008,141686,0.013175642061236262
200008,67905,0.8776381589893989
200008,1139,0.7829108682507995
200008,46876,0.20711535376199577
200008,256560,0.586357268912293
200031,8244,0.4209428016407429
200031,34503,0.4232527618906993
200031,198762,0.40418503352177676
200031,130183,0.9
200031,227283,0.8483592887924447
200031,30877,0.5385211419848964
200033,115430,0.7822374696848047
200033,154323,0.45146182220612957
200033,81561,0.42426711597449757
200033,238637,0.7979587827566121
200033,280510,0.6548029011727267
200033,246110,0.3222787039655823
200045,5114,0.2703583243705185
200045,36514,0.7642671483449242
200045,206449,0.03341827654473561
200045,172949,0.9100931265270383
200045,192445,0.6954638815703977
200045,278533,0.4836168063254078
200046,7858,1.0
200046,232322,0.4543563860415225
200046,234917,0.3423954288649279
200046,82066,0.05917151592859257
200046,106788,0.7381965382310154
200046,153923,0.3698650969770812
200053,236876,0.8143664481394814
200053,275356,0.5015682206175249
200053,248056,0.46659117006106704
200053,266176,0.6616639529538224
200053,224601,0.05
200053,266936,0.7026701990980799
200054,153172,0.16814358210208408
200054,196987,0.21593835379099613
200054,198197,0.9799007102634468
200054,241475,0.4329122447170044
200054,258428,0.0
200054,155798,0.44138712565190275
200069,10794,0.6252601359168388
200069,218715,0.5714755982924254
200069,131703,0.33122659140282934
200069,125825,0.04800139790440083
200069,8669,0.7532126471078844
200069,248957,0.8877284489169885
200073,30193,0.016825694357836502
200073,28167,0.9910933229006338
200073,260816,0.9327952255016863
200073,52063,0.37173763538745624
200073,175274,0.24901510861726323
200073,277867,0.8058775519844574
200084,232515,0.39913421705453545
200084,93839,0.5646011367266693
200084,216153,0.55
200084,292483,1.0
200084,14869,0.5821461337175197
200084,56551,0.5797066129693681
200085,32503,0.9658389062568618
200085,49158,0.6779684769212382
200085,134106,0.3053970503393455
200085,138809,0.9838367765680271
200085,172871,0.03890028605587293
200085,284406,0.3772171987501858
200104,112280,0.47151514451384974
200104,191718,0.3
200104,38453,0.6292631551843705
200104,99178,0.9162123163968525
200104,1066,0.5967274434797722
200104,282514,0.6429865082573291
200106,67182,0.777996236264584
200106,152491,0.7131181392088746
200106,67509,0.9273380138303537
200106,72517,0.8615713970663834
200106,84948,0.29629939905272445
200106,181408,0.3905056646781512
200116,272638,0.5868495836923255
200116,126940,0.8488972526567593
200116,149496,0.6997078385296462
200116,80138,0.49127630811155404
200116,106102,0.6402812314874777
200116,288583,0.790271576397785
200140,214979,0.4727506741656852
200140,2578,0.73121028193072
200140,158633,0.23189233211731963
200140,159580,0.8169380457955269
200140,210549,0.3052571433821937
200140,283715,0.17499259671021702
200141,178659,0.0
200141,250273,0.3844388167242202
200141,47420,0.34033104129684594
200141,120563,0.5875263327236018
200141,201191,0.6146630792417935
200141,229894,0.8335916867827703
200155,14995,0.5290299012554173
200155,134877,0.220047868798871
200155,4359,0.9273267461138566
200155,113416,0.05300595159089582
200155,160843,0.8718445610871824
200155,257449,0.8106366891547557
200159,238869,0.253870836529167
200159,26075,0.6689334571265664
200159,274931,0.35291807832416633
200159,206537,0.8947323479090873
200159,211335,0.4190378068774909
200159,279176,0.7687864993948189
200160,111151,0.8791056719020788
200160,173982,0.6916574150048588
200160,191762,0.5700216475745654
200160,231680,0.19103274947252252
200160,103933,0.3174314966570393
200160,293195,0.35850424495587224
200166,49989,0.0498512129322442
200166,249972,0.0
200166,58283,1.0
200166,282686,0.17462373031027884
200166,152465,0.5310131878816713
200166,193878,0.421320327889649
200168,121501,0.9
200168,40055,0.5152115650846616
200168,33106,0.2678128244943559
200168,75322,0.4287904921954771
200168,170773,0.5960455815821475
200168,226576,0.5714583941172855
200186,69847,0.9219975136413006
200186,291044,0.77947304772324
200186,56317,0.757968851134492
200186,141772,0.2609207274678126
200186,185363,0.4083963038251253
200186,205730,0.8213949144566004
200205,259375,0.7852261539945057
200205,88636,0.5
200205,14498,0.4686512307314707
200205,143817,0.6822229617186054
200205,211280,0.8360831234921607
200205,262177,0.8200641878906083
200236,44744,0.29125009604713153
200236,255647,0.7567115117334253
200236,27608,0.6076859627067313
200236,14141,0.39053913037453286
200236,92169,0.6216645623983514
200236,92180,0.979671578390279
200251,23559,0.012375431049317607
200251,90712,0.7015039065039186
200251,149318,0.8991772317370087
200251,19780,0.8848635123388513
200251,186248,0.2825003215053153
200251,279481,0.6060367454055103
200263,88446,0.4556116395676283
200263,207212,0.6842954846419076
200263,208284,0.5421246939923561
200263,143401,0.2452545270765929
200263,127818,0.2676079215302457
200263,132785,0.4043189464618152
200269,2538,0.2759678163075769
200269,19214,0.6892123000243382
200269,289111,0.7085747064389722
200269,67156,0.20217210612319045
200269,265654,0.32720357226805735
200269,238868,0.0
200280,290787,0.6791396418462532
200280,247065,0.6536294333222372
200280,17790,0.7749851127340482
200280,2018,0.35868202037816455
200280,208389,0.3267071371727437
200280,235263,0.5427141017271212
200288,1385,0.586163779007519
200288,55618,0.24284286302204805
200288,139745,0.016955955878362922
200288,55862,0.7907444008207549
200288,163853,0.7814485830807701
200288,278854,0.9420289397464758
200308,171196,0.5624996064155154
200308,236239,0.49675858188024224
200308,249471,0.23456471921289412
200308,55997,0.5012469457756689
200308,229683,0.5829319782167666
200308,131453,0.012846340472958257
200319,56525,0.6697918248768207
200319,225414,0.6141412356023029
200319,246593,0.5307102582375015
200319,283814,0.7142857142857142
200319,131585,0.28161000784918555
200319,68625,0.8673638309257031
200361,237954,0.7000539772619118
200361,26532,0.7866998441242509
200361,81309,0.0068042291570959736
200361,89984,0.940159019160064
200361,118920,0.5993090157991441
200361,189055,0.09227308830157181
200364,8676,0.5611546799285055
200364,24779,0.0
